Word,Prefix_Stem,Prefix_Suffix,Suffix_Stem,Suffix_Suffix
contrast,co,ntrast,contras,t
example,e,xample,exampl,e
distinctions,dis,tinctions,distinction,s
patterns,pa,tterns,pattern,s
stress,s,tress,stres,s
means,m,eans,mean,s
context,co,ntext,contex,t
meaning,m,eaning,mean,ing
visits,vi,sits,visit,s
relatives,re,latives,relative,s
relatives,re,latives,relative,s
meanings,m,eanings,meaning,s
complement,co,mplement,complemen,t
sentence,s,entence,sentenc,e
preposition,p,reposition,prepositi,on
object,o,bject,objec,t
Syllables,S,yllables,Syllable,s
units,un,its,unit,s
peaks,p,eaks,peak,s
circumstances,c,ircumstances,circumstance,s
consonants,co,nsonants,consonant,s
combinations,co,mbinations,combination,s
consonants,co,nsonants,consonant,s
Syllables,S,yllables,Syllable,s
units,un,its,unit,s
division,di,vision,divisi,on
words,wo,rds,word,s
sentences,s,entences,sentence,s
difficulties,di,fficulties,difficultie,s
number,nu,mber,numb,er
syllables,s,yllables,syllable,s
Doubt,D,oubt,Doub,t
point,po,int,poin,t
/l/,/,l/,/l,/
AAb/,A,Ab/,AAb,/
/r/,/,r/,/r,/
point,po,int,poin,t
view,vi,ew,vi,ew
word,wo,rd,wor,d
formation,fo,rmation,formati,on
syllables,s,yllables,syllable,s
formative,fo,rmative,formativ,e
suffix,s,uffix,suffi,x
ity,i,ty,it,y
syllables,s,yllables,syllable,s
reason,re,ason,reas,on
monosyllable,m,onosyllable,monosyllabl,e
fact,fa,ct,fac,t
/l/,/,l/,/l,/
quality,qua,lity,qualit,y
AAb/,A,Ab/,AAb,/
vowel,vo,wel,vow,el
sounds,s,ounds,sound,s
rhyme,r,hyme,rhym,e
linguists,li,nguists,linguist,s
tone,to,ne,ton,e
systems,s,ystems,system,s
consonants,co,nsonants,consonant,s
vowels,vo,wels,vowel,s
explanation,e,xplanation,explanati,on
Improvement,I,mprovement,Improvemen,t
things,t,hings,thing,s
sample,sa,mple,sampl,e
analyses,a,nalyses,analyse,s
students,s,tudents,student,s
linguistics,li,nguistics,linguistic,s
variety,va,riety,variet,y
consonant,co,nsonant,consonan,t
systems,s,ystems,system,s
outlines,o,utlines,outline,s
details,de,tails,detail,s
student,s,tudent,studen,t
number,nu,mber,numb,er
descriptions,de,scriptions,description,s
systems,s,ystems,system,s
types,t,ypes,type,s
contrast,co,ntrast,contras,t
linguists,li,nguists,linguist,s
range,ra,nge,rang,e
possibilities,po,ssibilities,possibilitie,s
tone,to,ne,ton,e
systems,s,ystems,system,s
distinction,dis,tinction,distincti,on
register,re,gister,regist,er
contour,co,ntour,conto,ur
languages,la,nguages,language,s
familiarity,fa,miliarity,familiarit,y
phenomena,p,henomena,phenomen,a
work,work,,wor,k
tone,to,ne,ton,e
Tone,T,one,Ton,e
analysis,a,nalysis,analysi,s
selection,s,election,selecti,on
systems,s,ystems,system,s
field,fi,eld,fiel,d
linguist,li,nguist,lingu,ist
Papers,P,apers,Paper,s
improvement,i,mprovement,improvemen,t
work,work,,wor,k
need,ne,ed,n,eed
field,fi,eld,fiel,d
techniques,te,chniques,technique,s
majority,ma,jority,majorit,y
linguists,li,nguists,linguist,s
number,nu,mber,numb,er
types,t,ypes,type,s
tone,to,ne,ton,e
tone,to,ne,ton,e
tone,to,ne,ton,e
languages,la,nguages,language,s
tone,to,ne,ton,e
feature,fe,ature,featur,e
languages,la,nguages,language,s
idea,i,dea,ide,a
tone,to,ne,ton,e
analysis,a,nalysis,analysi,s
view,vi,ew,vi,ew
matter,ma,tter,matt,er
result,re,sult,resul,t
neglect,ne,glect,neglec,t
efforts,e,fforts,effort,s
treatment,t,reatment,treatmen,t
maladies,ma,ladies,maladie,s
cure,c,ure,cur,e
Analyses,A,nalyses,Analyse,s
assumptions,a,ssumptions,assumption,s
tone,to,ne,ton,e
suggestions,s,uggestions,suggestion,s
field,fi,eld,fiel,d
procedures,pro,cedures,procedure,s
field,fi,eld,fiel,d
techniques,te,chniques,technique,s
linguists,li,nguists,linguist,s
work,work,,wor,k
attitudes,a,ttitudes,attitude,s
papers,pa,pers,paper,s
field,fi,eld,fiel,d
techniques,te,chniques,technique,s
phase,p,hase,phas,e
field,fi,eld,fiel,d
techniques,te,chniques,technique,s
linguistics,li,nguistics,linguistic,s
things,t,hings,thing,s
means,m,eans,mean,s
wake,wa,ke,wak,e
publication,p,ublication,publicati,on
results,re,sults,result,s
need,ne,ed,n,eed
theory,t,heory,theor,y
theory,t,heory,theor,y
tone,to,ne,ton,e
consonants,co,nsonants,consonant,s
vowels,vo,wels,vowel,s
reasons,re,asons,reason,s
theory,t,heory,theor,y
techniques,te,chniques,technique,s
theories,t,heories,theorie,s
problem,pro,blem,proble,m
sort,s,ort,sor,t
development,de,velopment,developmen,t
theory,t,heory,theor,y
tone,to,ne,ton,e
theory,t,heory,theor,y
subsystems,s,ubsystems,subsystem,s
issue,i,ssue,issu,e
difficulty,di,fficulty,difficult,y
analysis,a,nalysis,analysi,s
subsystems,s,ubsystems,subsystem,s
tone,to,ne,ton,e
systems,s,ystems,system,s
units,un,its,unit,s
consonant,co,nsonant,consonan,t
vowel,vo,wel,vow,el
systems,s,ystems,system,s
part,pa,rt,par,t
analysis,a,nalysis,analysi,s
practice,p,ractice,practic,e
way,wa,y,wa,y
Tone,T,one,Ton,e
systems,s,ystems,system,s
number,nu,mber,numb,er
units,un,its,unit,s
systems,s,ystems,system,s
explanation,e,xplanation,explanati,on
Tone,T,one,Ton,e
languages,la,nguages,language,s
contrasts,co,ntrasts,contrast,s
speech,s,peech,speec,h
parameters,pa,rameters,parameter,s
use,u,se,us,e
attention,a,ttention,attenti,on
uninitiate,un,initiate,uninitiat,e
confusion,co,nfusion,confusi,on
problem,pro,blem,proble,m
features,fe,atures,feature,s
pitch,pi,tch,pitc,h
features,fe,atures,feature,s
course,co,urse,cours,e
sort,s,ort,sor,t
sectors,s,ectors,sector,s
phonology,p,honology,phonolog,y
articulations,a,rticulations,articulation,s
component,co,mponent,componen,t
variation,va,riation,variati,on
thing,t,hing,th,ing
features,fe,atures,feature,s
magnitude,ma,gnitude,magnitud,e
tone,to,ne,ton,e
differences,di,fferences,difference,s
contrasts,co,ntrasts,contrast,s
Pitch,P,itch,Pitc,h
differences,di,fferences,difference,s
speaker,s,peaker,speak,er
state,s,tate,stat,e
differences,di,fferences,difference,s
tones,to,nes,tone,s
suggestion,s,uggestion,suggesti,on
difficulties,di,fficulties,difficultie,s
tone,to,ne,ton,e
attitude,a,ttitude,attitud,e
tone,to,ne,ton,e
difficulties,di,fficulties,difficultie,s
tone,to,ne,ton,e
explanation,e,xplanation,explanati,on
material,ma,terial,materi,al
paper,pa,per,pap,er
Tone,T,one,Ton,e
intonation,in,tonation,intonati,on
phenomena,p,henomena,phenomen,a
pairs,pa,irs,pair,s
subsystems,s,ubsystems,subsystem,s
way,wa,y,wa,y
example,e,xample,exampl,e
duration,du,ration,durati,on
vowel,vo,wel,vow,el
system,s,ystem,syste,m
intonation,in,tonation,intonati,on
features,fe,atures,feature,s
example,e,xample,exampl,e
catch,ca,tch,catc,h
murmur,m,urmur,murm,ur
phonemics,p,honemics,phonemic,s
systems,s,ystems,system,s
systems,s,ystems,system,s
tone,to,ne,ton,e
intonation,in,tonation,intonati,on
languages,la,nguages,language,s
explanation,e,xplanation,explanati,on
tone,to,ne,ton,e
difficulties,di,fficulties,difficultie,s
languages,la,nguages,language,s
type,t,ype,typ,e
interaction,in,teraction,interacti,on
tone,to,ne,ton,e
intonation,in,tonation,intonati,on
ends,e,nds,end,s
intonation,in,tonation,intonati,on
spans,s,pans,span,s
syllables,s,yllables,syllable,s
intonation,in,tonation,intonati,on
analysis,a,nalysis,analysi,s
study,s,tudy,stud,y
intonation,in,tonation,intonati,on
languages,la,nguages,language,s
tone,to,ne,ton,e
analysis,a,nalysis,analysi,s
explanation,e,xplanation,explanati,on
analysis,a,nalysis,analysi,s
tone,to,ne,ton,e
system,s,ystem,syste,m
system,s,ystem,syste,m
phonemes,p,honemes,phoneme,s
statement,s,tatement,statemen,t
occurrences,o,ccurrences,occurrence,s
way,wa,y,wa,y
units,un,its,unit,s
morphophonemics,m,orphophonemics,morphophonemic,s
success,s,uccess,succes,s
tone,to,ne,ton,e
language,la,nguage,languag,e
morphophonemics,m,orphophonemics,morphophonemic,s
order,o,rder,ord,er
complexity,co,mplexity,complexit,y
morphophonemics,m,orphophonemics,morphophonemic,s
systems,s,ystems,system,s
systems,s,ystems,system,s
inventory,in,ventory,inventor,y
tones,to,nes,tone,s
contrasts,co,ntrasts,contrast,s
dimension,di,mension,dimensi,on
pitch,pi,tch,pitc,h
level,le,vel,lev,el
systems,s,ystems,system,s
rules,ru,les,rule,s
points,po,ints,point,s
system,s,ystem,syste,m
possibilities,po,ssibilities,possibilitie,s
system,s,ystem,syste,m
portion,po,rtion,porti,on
Phonemes,P,honemes,Phoneme,s
rule,ru,le,rul,e
bit,bi,t,bi,t
similarity,s,imilarity,similarit,y
dimensions,di,mensions,dimension,s
contrast,co,ntrast,contras,t
system,s,ystem,syste,m
morphophonemics,m,orphophonemics,morphophonemic,s
case,ca,se,cas,e
tone,to,ne,ton,e
possibilities,po,ssibilities,possibilitie,s
total,to,tal,tot,al
number,nu,mber,numb,er
rules,ru,les,rule,s
number,nu,mber,numb,er
rules,ru,les,rule,s
effect,e,ffect,effec,t
sets,s,ets,set,s
rules,ru,les,rule,s
effect,e,ffect,effec,t
morphophonemics,m,orphophonemics,morphophonemic,s
analyst,a,nalyst,analys,t
morphophonemics,m,orphophonemics,morphophonemic,s
total,to,tal,tot,al
number,nu,mber,numb,er
rules,ru,les,rule,s
difficulty,di,fficulty,difficult,y
analysis,a,nalysis,analysi,s
subsystem,s,ubsystem,subsyste,m
phonology,p,honology,phonolog,y
function,f,unction,functi,on
size,s,ize,siz,e
systems,s,ystems,system,s
degree,de,gree,degre,e
complexity,co,mplexity,complexit,y
hypothesis,h,ypothesis,hypothesi,s
part,pa,rt,par,t
difficulties,di,fficulties,difficultie,s
analysis,a,nalysis,analysi,s
fact,fa,ct,fac,t
vowel,vo,wel,vow,el
systems,s,ystems,system,s
systems,s,ystems,system,s
statement,s,tatement,statemen,t
system,s,ystem,syste,m
matter,ma,tter,matt,er
systems,s,ystems,system,s
course,co,urse,cours,e
system,s,ystem,syste,m
reference,re,ference,referenc,e
morphophonemics,m,orphophonemics,morphophonemic,s
morphophonemics,m,orphophonemics,morphophonemic,s
system,s,ystem,syste,m
relation,re,lation,relati,on
base,ba,se,bas,e
system,s,ystem,syste,m
attention,a,ttention,attenti,on
morphophonemics,m,orphophonemics,morphophonemic,s
statement,s,tatement,statemen,t
rules,ru,les,rule,s
structures,s,tructures,structure,s
design,de,sign,desig,n
orthographies,o,rthographies,orthographie,s
attention,a,ttention,attenti,on
linguists,li,nguists,linguist,s
problem,pro,blem,proble,m
tendency,te,ndency,tendenc,y
part,pa,rt,par,t
linguists,li,nguists,linguist,s
transcription,tra,nscription,transcripti,on
orthography,o,rthography,orthograph,y
problem,pro,blem,proble,m
acceptance,a,cceptance,acceptanc,e
others,o,thers,other,s
attention,a,ttention,attenti,on
features,fe,atures,feature,s
phonology,p,honology,phonolog,y
orthographies,o,rthographies,orthographie,s
feeling,fe,eling,feel,ing
involvement,in,volvement,involvemen,t
abstrusenesses,a,bstrusenesses,abstrusenesse,s
interest,in,terest,interes,t
significance,s,ignificance,significanc,e
affairs,a,ffairs,affair,s
result,re,sult,resul,t
attitude,a,ttitude,attitud,e
domination,do,mination,dominati,on
orthography,o,rthography,orthograph,y
conferences,co,nferences,conference,s
considerations,co,nsiderations,consideration,s
esthetics,e,sthetics,esthetic,s
prejudices,p,rejudices,prejudice,s
languages,la,nguages,language,s
systems,s,ystems,system,s
relationship,re,lationship,relationshi,p
language,la,nguage,languag,e
structures,s,tructures,structure,s
Linguists,L,inguists,Linguist,s
people,p,eople,peopl,e
points,po,ints,point,s
things,t,hings,thing,s
significance,s,ignificance,significanc,e
result,re,sult,resul,t
people,p,eople,peopl,e
conviction,co,nviction,convicti,on
orthography,o,rthography,orthograph,y
design,de,sign,desig,n
activity,a,ctivity,activit,y
experts,e,xperts,expert,s
confusion,co,nfusion,confusi,on
set,s,et,s,et
questions,que,stions,question,s
background,ba,ckground,backgroun,d
detail,de,tail,det,ail
objective,o,bjective,objectiv,e
distinctions,dis,tinctions,distinction,s
length,le,ngth,leng,th
syllabicity,s,yllabicity,syllabicit,y
orthography,o,rthography,orthograph,y
parts,pa,rts,part,s
phonology,p,honology,phonolog,y
detail,de,tail,det,ail
process,pro,cess,proces,s
observations,o,bservations,observation,s
problems,pro,blems,problem,s
sort,s,ort,sor,t
examples,e,xamples,example,s
interest,in,terest,interes,t
discussion,dis,cussion,discussi,on
importance,i,mportance,importanc,e
theory,t,heory,theor,y
recommendations,re,commendations,recommendation,s
acceptance,a,cceptance,acceptanc,e
phonemics,p,honemics,phonemic,s
hand,ha,nd,han,d
superficiality,s,uperficiality,superficialit,y
fact,fa,ct,fac,t
light,li,ght,ligh,t
usefulness,u,sefulness,usefulnes,s
changes,c,hanges,change,s
orthography,o,rthography,orthograph,y
usefulness,u,sefulness,usefulnes,s
devices,de,vices,device,s
changes,c,hanges,change,s
suggestions,s,uggestions,suggestion,s
consideration,co,nsideration,considerati,on
circles,c,ircles,circle,s
usefulness,u,sefulness,usefulnes,s
investigation,in,vestigation,investigati,on
orthography,o,rthography,orthograph,y
design,de,sign,desig,n
studies,s,tudies,studie,s
sort,s,ort,sor,t
design,de,sign,desig,n
languages,la,nguages,language,s
basis,ba,sis,basi,s
paper,pa,per,pap,er
problem,pro,blem,proble,m
facts,fa,cts,fact,s
terms,te,rms,term,s
prosodies,pro,sodies,prosodie,s
restatement,re,statement,restatemen,t
contribution,co,ntribution,contributi,on
knowledge,k,nowledge,knowledg,e
tract,tra,ct,trac,t
theory,t,heory,theor,y
paper,pa,per,pap,er
problems,pro,blems,problem,s
phonology,p,honology,phonolog,y
paper,pa,per,pap,er
value,va,lue,valu,e
introduction,in,troduction,introducti,on
approach,a,pproach,approac,h
phenomenon,p,henomenon,phenomen,on
statement,s,tatement,statemen,t
feature,fe,ature,featur,e
system,s,ystem,syste,m
methods,m,ethods,method,s
papers,pa,pers,paper,s
problems,pro,blems,problem,s
standard,s,tandard,stand,ard
detail,de,tail,det,ail
variety,va,riety,variet,y
subject,s,ubject,subjec,t
matter,ma,tter,matt,er
comments,co,mments,comment,s
papers,pa,pers,paper,s
amendment,a,mendment,amendmen,t
supplement,s,upplement,supplemen,t
technique,te,chnique,techniqu,e
criticisms,c,riticisms,criticism,s
treatment,t,reatment,treatmen,t
method,m,ethod,metho,d
analysis,a,nalysis,analysi,s
stems,s,tems,stem,s
item,i,tem,ite,m
fact,fa,ct,fac,t
languages,la,nguages,language,s
change,c,hange,chang,e
languages,la,nguages,language,s
divergence,di,vergence,divergenc,e
languages,la,nguages,language,s
territory,te,rritory,territor,y
areas,a,reas,area,s
differentiation,di,fferentiation,differentiati,on
fact,fa,ct,fac,t
stems,s,tems,stem,s
meaning,m,eaning,mean,ing
slot,s,lot,slo,t
number,nu,mber,numb,er
languages,la,nguages,language,s
sample,sa,mple,sampl,e
deduction,de,duction,deducti,on
stem,s,tem,ste,m
item,i,tem,ite,m
rate,ra,te,rat,e
number,nu,mber,numb,er
languages,la,nguages,language,s
facts,fa,cts,fact,s
total,to,tal,tot,al
situation,s,ituation,situati,on
families,fa,milies,familie,s
comparison,co,mparison,comparis,on
difference,di,fference,differenc,e
sets,s,ets,set,s
figures,fi,gures,figure,s
differences,di,fferences,difference,s
sets,s,ets,set,s
lists,li,sts,list,s
differences,di,fferences,difference,s
turn,t,urn,tur,n
fact,fa,ct,fac,t
vocabularies,vo,cabularies,vocabularie,s
terms,te,rms,term,s
unambiguity,un,ambiguity,unambiguit,y
meaning,m,eaning,mean,ing
informants,in,formants,informant,s
area,a,rea,are,a
vocabulary,vo,cabulary,vocabular,y
list,li,st,l,ist
items,i,tems,item,s
list,li,st,l,ist
result,re,sult,resul,t
animal,a,nimal,anim,al
names,na,mes,name,s
plants,p,lants,plant,s
terms,te,rms,term,s
species,s,pecies,specie,s
genera,g,enera,gener,a
vulture,v,ulture,vultur,e
salmon,sa,lmon,salm,on
pine,pi,ne,pin,e
manzanita,ma,nzanita,manzanit,a
classes,c,lasses,classe,s
animal,a,nimal,anim,al
plant,p,lant,plan,t
terms,te,rms,term,s
generalizations,g,eneralizations,generalization,s
parts,pa,rts,part,s
fish,fi,sh,f,ish
bird,bi,rd,bir,d
tree,t,ree,tre,e
grass,gra,ss,gras,s
horn,ho,rn,hor,n
tail,ta,il,t,ail
bark,ba,rk,bar,k
root,ro,ot,roo,t
groups,g,roups,group,s
content,co,ntent,conten,t
size,s,ize,siz,e
classes,c,lasses,classe,s
interrogatives,in,terrogatives,interrogative,s
adverbs,a,dverbs,adverb,s
pronouns,pro,nouns,pronoun,s
demonstratives,de,monstratives,demonstrative,s
classes,c,lasses,classe,s
body,bo,dy,bod,y
parts,pa,rts,part,s
products,pro,ducts,product,s
representation,re,presentation,representati,on
terms,te,rms,term,s
ratios,ra,tios,ratio,s
terms,te,rms,term,s
ratios,ra,tios,ratio,s
adjectives,a,djectives,adjective,s
terms,te,rms,term,s
ratios,ra,tios,ratio,s
verbs,ve,rbs,verb,s
terms,te,rms,term,s
ratios,ra,tios,ratio,s
scope,s,cope,scop,e
ratios,ra,tios,ratio,s
total,to,tal,tot,al
ratio,ra,tio,rati,o
verbs,ve,rbs,verb,s
ratio,ra,tio,rati,o
exception,e,xception,excepti,on
use,u,se,us,e
percentage,p,ercentage,percentag,e
verbs,ve,rbs,verb,s
22%,2,2%,22,%
total,to,tal,tot,al
list,li,st,l,ist
3.5%,3,.5%,3.5,%
exception,e,xception,excepti,on
durability,du,rability,durabilit,y
verb,ve,rb,ver,b
word,wo,rd,wor,d
class,c,lass,clas,s
ratios,ra,tios,ratio,s
languages,la,nguages,language,s
doubt,do,ubt,doub,t
question,que,stion,questi,on
word,wo,rd,wor,d
classes,c,lasses,classe,s
resistance,re,sistance,resistanc,e
liability,li,ability,liabilit,y
stem,s,tem,ste,m
replacement,re,placement,replacemen,t
meaning,m,eaning,mean,ing
slot,s,lot,slo,t
meanings,m,eanings,meaning,s
consistence,co,nsistence,consistenc,e
meanings,m,eanings,meaning,s
allowance,a,llowance,allowanc,e
items,i,tems,item,s
columns,co,lumns,column,s
stems,s,tems,stem,s
totals,to,tals,total,s
categories,ca,tegories,categorie,s
range,ra,nge,rang,e
stems,s,tems,stem,s
columns,co,lumns,column,s
stems,s,tems,stem,s
others,o,thers,other,s
stems,s,tems,stem,s
limits,li,mits,limit,s
groupings,g,roupings,grouping,s
material,ma,terial,materi,al
classes,c,lasses,classe,s
scale,s,cale,scal,e
numbers,nu,mbers,number,s
cases,ca,ses,case,s
frequency,f,requency,frequenc,y
items,i,tems,item,s
language,la,nguage,languag,e
families,fa,milies,familie,s
column,co,lumn,colum,n
grade,gra,de,grad,e
column,co,lumn,colum,n
grade,gra,de,grad,e
differences,di,fferences,difference,s
distribution,dis,tribution,distributi,on
distance,dis,tance,distanc,e
grades,gra,des,grade,s
mean,m,ean,me,an
grades,gra,des,grade,s
distribution,dis,tribution,distributi,on
items,i,tems,item,s
families,fa,milies,familie,s
distance,dis,tance,distanc,e
course,co,urse,cours,e
classes,c,lasses,classe,s
mean,m,ean,me,an
correlation,co,rrelation,correlati,on
correlation,co,rrelation,correlati,on
degree,de,gree,degre,e
similarity,s,imilarity,similarit,y
behavior,be,havior,behavi,or
items,i,tems,item,s
meaning,m,eaning,mean,ing
stem,s,tem,ste,m
displacement,dis,placement,displacemen,t
pp.,p,p.,pp,.
languages,la,nguages,language,s
language,la,nguage,languag,e
data,da,ta,dat,a
retention,re,tention,retenti,on
rate,ra,te,rat,e
place,p,lace,plac,e
word,wo,rd,wor,d
list,li,st,l,ist
findings,fi,ndings,finding,s
items,i,tems,item,s
persistence,p,ersistence,persistenc,e
groups,g,roups,group,s
persistence,p,ersistence,persistenc,e
conclusion,co,nclusion,conclusi,on
behavior,be,havior,behavi,or
items,i,tems,item,s
conclusion,co,nclusion,conclusi,on
word,wo,rd,wor,d
classes,c,lasses,classe,s
conclusion,co,nclusion,conclusi,on
study,s,tudy,stud,y
material,ma,terial,materi,al
pairs,pa,irs,pair,s
language,la,nguage,languag,e
families,fa,milies,familie,s
equation,e,quation,equati,on
index,in,dex,inde,x
persistence,p,ersistence,persistenc,e
number,nu,mber,numb,er
stems,s,tems,stem,s
roots,ro,ots,root,s
meaning,m,eaning,mean,ing
frequency,f,requency,frequenc,y
persistence,p,ersistence,persistenc,e
values,va,lues,value,s
stem,s,tem,ste,m
frequencies,f,requencies,frequencie,s
meaning,m,eaning,mean,ing
stem,s,tem,ste,m
languages,la,nguages,language,s
100%,1,00%,100,%
stem,s,tem,ste,m
frequencies,f,requencies,frequencie,s
86%,8,6%,86,%
stem,s,tem,ste,m
frequencies,f,requencies,frequencie,s
64%,6,4%,64,%
stem,s,tem,ste,m
frequencies,f,requencies,frequencie,s
57%,5,7%,57,%
formula,fo,rmula,formul,a
bodies,bo,dies,bodie,s
material,ma,terial,materi,al
consideration,co,nsideration,considerati,on
frequency,f,requency,frequenc,y
stems,s,tems,stem,s
meaning,m,eaning,mean,ing
significance,s,ignificance,significanc,e
situations,s,ituations,situation,s
relevance,re,levance,relevanc,e
way,wa,y,wa,y
contribution,co,ntribution,contributi,on
area,a,rea,are,a
frequencies,f,requencies,frequencie,s
roots,ro,ots,root,s
weighting,we,ighting,weight,ing
significance,s,ignificance,significanc,e
problem,pro,blem,proble,m
exploration,e,xploration,explorati,on
distinction,dis,tinction,distincti,on
presentation,p,resentation,presentati,on
publication,p,ublication,publicati,on
asterisks,a,sterisks,asterisk,s
forms,fo,rms,form,s
stem,s,tem,ste,m
stem,s,tem,ste,m
A/3,A,/3,A/,3
ones,o,nes,one,s
asterisks,a,sterisks,asterisk,s
cases,ca,ses,case,s
stems,s,tems,stem,s
findings,fi,ndings,finding,s
others,o,thers,other,s
time,t,ime,tim,e
method,m,ethod,metho,d
inquiry,in,quiry,inquir,y
meanings,m,eanings,meaning,s
retentiveness,re,tentiveness,retentivenes,s
stems,s,tems,stem,s
case,ca,se,cas,e
languages,la,nguages,language,s
world,wo,rld,worl,d
lists,li,sts,list,s
cent,c,ent,cen,t
forms,fo,rms,form,s
cent,c,ent,cen,t
animals,a,nimals,animal,s
plants,p,lants,plant,s
slots,s,lots,slot,s
animal,a,nimal,anim,al
plant,p,lant,plan,t
items,i,tems,item,s
rate,ra,te,rat,e
stem,s,tem,ste,m
replacement,re,placement,replacemen,t
age,a,ge,ag,e
language,la,nguage,languag,e
separation,s,eparation,separati,on
outcome,o,utcome,outcom,e
centuries,c,enturies,centurie,s
calculations,ca,lculations,calculation,s
meaning,m,eaning,mean,ing
units,un,its,unit,s
ones,o,nes,one,s
experience,e,xperience,experienc,e
vocabulary,vo,cabulary,vocabular,y
languages,la,nguages,language,s
tact,ta,ct,tac,t
behavior,be,havior,behavi,or
items,i,tems,item,s
urge,u,rge,urg,e
items,i,tems,item,s
list,li,st,l,ist
urge,u,rge,urg,e
list,li,st,l,ist
conditioning,co,nditioning,condition,ing
insistence,in,sistence,insistenc,e
hope,ho,pe,hop,e
list,li,st,l,ist
items,i,tems,item,s
occurrence,o,ccurrence,occurrenc,e
hope,ho,pe,hop,e
snare,s,nare,snar,e
list,li,st,l,ist
universality,un,iversality,universalit,y
terms,te,rms,term,s
languages,la,nguages,language,s
problem,pro,blem,proble,m
lexicostatistics,le,xicostatistics,lexicostatistic,s
establishment,e,stablishment,establishmen,t
list,li,st,l,ist
items,i,tems,item,s
meaning,m,eaning,mean,ing
forms,fo,rms,form,s
terms,te,rms,term,s
languages,la,nguages,language,s
medium,m,edium,medi,um
comparison,co,mparison,comparis,on
quality,qua,lity,qualit,y
meanings,m,eanings,meaning,s
proportion,pro,portion,proporti,on
meanings,m,eanings,meaning,s
elephant,e,lephant,elephan,t
fox,fo,x,fo,x
swan,s,wan,sw,an
cocopalm,co,copalm,cocopal,m
banana,ba,nana,banan,a
degree,de,gree,degre,e
quality,qua,lity,qualit,y
identity,i,dentity,identit,y
eye,e,ye,ey,e
tooth,to,oth,too,th
nail,na,il,n,ail
continuum,co,ntinuum,continu,um
nature,na,ture,natur,e
existence,e,xistence,existenc,e
priority,p,riority,priorit,y
list,li,st,l,ist
qualities,qua,lities,qualitie,s
list,li,st,l,ist
weapon,we,apon,weap,on
march,ma,rch,marc,h
conquest,co,nquest,conques,t
past,pa,st,pas,t
millennia,m,illennia,millenni,a
affiliation,a,ffiliation,affiliati,on
hemisphere,he,misphere,hemispher,e
languages,la,nguages,language,s
ramification,ra,mification,ramificati,on
diffusion,di,ffusion,diffusi,on
coalescence,co,alescence,coalescenc,e
hold,ho,ld,hol,d
evidence,e,vidence,evidenc,e
component,co,mponent,componen,t
inferences,in,ferences,inference,s
provinces,pro,vinces,province,s
kingdoms,k,ingdoms,kingdom,s
results,re,sults,result,s
families,fa,milies,familie,s
phyla,p,hyla,phyl,a
degree,de,gree,degre,e
interrelation,in,terrelation,interrelati,on
lexicostatistics,le,xicostatistics,lexicostatistic,s
classification,c,lassification,classificati,on
family,fa,mily,famil,y
privilege,p,rivilege,privileg,e
values,va,lues,value,s
values,va,lues,value,s
scope,s,cope,scop,e
stimulus,s,timulus,stimulu,s
potential,po,tential,potenti,al
imagination,i,magination,imaginati,on
aspect,a,spect,aspec,t
lexicostatistics,le,xicostatistics,lexicostatistic,s
aspect,a,spect,aspec,t
organization,o,rganization,organizati,on
groups,g,roups,group,s
languages,la,nguages,language,s
links,li,nks,link,s
classification,c,lassification,classificati,on
age,a,ge,ag,e
knowledge,k,nowledge,knowledg,e
years,y,ears,year,s
progress,pro,gress,progres,s
work,work,,wor,k
lexicostatistics,le,xicostatistics,lexicostatistic,s
body,bo,dy,bod,y
inquiry,in,quiry,inquir,y
founders,fo,unders,founder,s
glottochronology,g,lottochronology,glottochronolog,y
plodding,p,lodding,plodd,ing
share,s,hare,shar,e
reason,re,ason,reas,on
reason,re,ason,reas,on
rules,ru,les,rule,s
procedure,pro,cedure,procedur,e
predilections,p,redilections,predilection,s
aims,a,ims,aim,s
time,t,ime,tim,e
revision,re,vision,revisi,on
procedures,pro,cedures,procedure,s
studies,s,tudies,studie,s
basis,ba,sis,basi,s
abandonment,a,bandonment,abandonmen,t
attempts,a,ttempts,attempt,s
list,li,st,l,ist
proportion,pro,portion,proporti,on
requirement,re,quirement,requiremen,t
constitution,co,nstitution,constituti,on
lists,li,sts,list,s
items,i,tems,item,s
forms,fo,rms,form,s
retention,re,tention,retenti,on
rate,ra,te,rat,e
sense,s,ense,sens,e
extreme,e,xtreme,extrem,e
items,i,tems,item,s
forms,fo,rms,form,s
course,co,urse,cours,e
devices,de,vices,device,s
dictionary,di,ctionary,dictionar,y
word,wo,rd,wor,d
differences,di,fferences,difference,s
opinion,o,pinion,opini,on
methods,m,ethods,method,s
policies,po,licies,policie,s
years,y,ears,year,s
split,s,plit,spli,t
heads,he,ads,head,s
sides,s,ides,side,s
allies,a,llies,allie,s
power,po,wer,pow,er
side,s,ide,sid,e
frontiers,f,rontiers,frontier,s
policy,po,licy,polic,y
discussion,dis,cussion,discussi,on
boundaries,bo,undaries,boundarie,s
peace,p,eace,peac,e
conference,co,nference,conferenc,e
force,fo,rce,forc,e
line,li,ne,lin,e
armies,a,rmies,armie,s
miles,m,iles,mile,s
miles,m,iles,mile,s
region,re,gion,regi,on
bank,ba,nk,ban,k
delay,de,lay,dela,y
advantage,a,dvantage,advantag,e
border,bo,rder,bord,er
